id,sheet,source,description,city,province_state,materialOpCost,laborOpCost,equipmentOpCost
170786,materials_hvac,placeholder,"Boiler, electric, hot water, 1,440 KW, 4,915 MBH, ASME, includes standard controls and trim",,,139048.0,1476.75,0.0
170787,materials_hvac,placeholder,"Boiler, electric, hot water, 1,560 kW, 5,323 MBH, ASME, includes standard controls and trim",,,13688.0,30770.0,0.0
170788,materials_hvac,placeholder,"Boiler, electric, hot water, 1,680 kW, 5,733 MBH, ASME, includes standard controls and trim",,,170226.0,12073.6,0.0
170789,materials_hvac,placeholder,"Boiler, electric, hot water, 1,800 kW, 6,143 MBH, ASME, includes standard controls and trim",,,252517.5,18564.0,0.0
170790,materials_hvac,placeholder,"Boiler, electric, hot water, 1,980 KW, 6,757 MBH, ASME, includes standard controls and trim",,,153408.0,37473.8,0.0
170791,materials_hvac,placeholder,"Boiler, electric, hot water, 2,100 KW, 7,167 MBH, ASME, includes standard controls and trim",,,232806.0,27360.225,0.0
170792,materials_hvac,placeholder,"Boiler, electric, hot water, 2,220 KW, 7,576 MBH, ASME, includes standard controls and trim",,,347188.0,31491.8,0.0
170793,materials_hvac,placeholder,"Boiler, electric, hot water, 2,400 kW, 8,191 MBH, ASME, includes standard controls and trim",,,222105.0,30612.8,0.0
170794,materials_hvac,placeholder,"Boiler, electric, hot water, 2,610 KW, 8,905 MBH, ASME, includes standard controls and trim",,,30420.0,17061.0,0.0
170795,materials_hvac,placeholder,"Boiler, electric, hot water, 2,790 KW, 9,519 MBH, ASME, includes standard controls and trim",,,98374.5,34523.0,0.0
170796,materials_hvac,placeholder,"Boiler, electric, hot water, 2,970 KW, 10,133 MBH, ASME, includes standard controls and trim",,,345277.0,3691.8,0.0
170797,materials_hvac,placeholder,"Boiler, electric, hot water, 3,150 KW, 10,748 MBH, ASME, includes standard controls and trim",,,399525.5,6171.6,0.0
170798,materials_hvac,placeholder,"Boiler, electric, hot water, 3,240 KW, 11,055 MBH, ASME, includes standard controls and trim",,,49660.0,20124.3,0.0
170799,materials_hvac,placeholder,"Boiler, electric, hot water, 3,420 KW, 11,669 MBH, ASME, includes standard controls and trim",,,469638.0,12958.0,0.0
170800,materials_hvac,placeholder,"Boiler, electric, hot water, 3,600 KW, 12,283 MBH, ASME, includes standard controls and trim",,,387153.0,33033.0,0.0
170801,materials_hvac,placeholder,"Condensing boilers, cast iron, gas fired, natural or LP, packaged, high efficiency, DOE MBH output, 42 MBH, (84.0%) AFUE, includes standard controls, circulator, trim",,,1929.6,2180.91,0.0
170802,materials_hvac,placeholder,"Condensing boilers, cast iron, gas fired, natural or LP, packaged, high efficiency, DOE MBH output, 57 MBH, (84.3%) AFUE, includes standard controls, circulator, trim",,,11122.125,1080.945,0.0
170803,materials_hvac,placeholder,"Condensing boilers, cast iron, gas fired, natural or LP, packaged, high efficiency, DOE MBH output, 85 MBH, (84.0%) AFUE, includes standard controls, circulator, trim",,,1518.075,3631.91,0.0
170804,materials_hvac,placeholder,"Condensing boilers, cast iron, gas fired, natural or LP, packaged, high efficiency, DOE MBH output, 112 MBH, (83.7%) AFUE, includes standard controls, circulator, trim",,,13157.025,172.2,0.0
170805,materials_hvac,placeholder,"Condensing boilers, cast iron, gas fired, natural or LP, packaged, high efficiency, DOE MBH output, 140 MBH, (83.3%) AFUE, includes standard controls, circulator, trim",,,1106.325,1343.25,0.0
170806,materials_hvac,placeholder,"Condensing boilers, cast iron, gas fired, natural or LP, packaged, high efficiency, DOE MBH output, 167 MBH, (83.0%) AFUE, includes standard controls, circulator, trim",,,3849.3,965.9,0.0
170807,materials_hvac,placeholder,"Condensing boilers, cast iron, gas fired, natural or LP, packaged, high efficiency, DOE MBH output, 194 MBH, (82.7%) AFUE, includes standard controls, circulator, trim",,,12635.5,6438.0,0.0
170808,materials_hvac,placeholder,"Condensing boilers, special feature gas fired boilers, hot water, pulse combustion, high efficiency, DOE 71 MBH, AFUE 95.2%, includes standard controls, circulator, trim",,,9126.4,3054.435,0.0
170809,materials_hvac,placeholder,"Condensing boilers, special feature gas fired boilers, hot water, pulse combustion, high efficiency, DOE 94 MBH, AFUE 95.3%, includes standard controls, circulator, trim",,,25151.7,2655.465,0.0
170810,materials_hvac,placeholder,"Condensing boilers, special feature gas fired boilers, hot water, pulse combustion, high efficiency, DOE 139 MBH, AFUE 95.6%, includes standard controls, circulator, trim",,,23940.0,2082.15,0.0
170811,materials_hvac,placeholder,"Condensing boilers, special feature gas fired boilers, hot water, pulse combustion, high efficiency, DOE 207 MBH, AFUE 95.4%, includes standard controls, circulator, trim",,,31295.4,3458.275,0.0
170812,materials_hvac,placeholder,"Condensing boilers, special feature gas fired boilers, hot water, pulse combustion, high efficiency, DOE 270 MBH, AFUE 96.4%, includes standard controls, circulator, trim",,,22920.95,292.5,0.0
170813,materials_hvac,placeholder,"Condensing boilers, special feature gas fired boilers, hot water, pulse combustion, high efficiency, DOE 365 MBH, AFUE 91.7%, includes standard controls, circulator, trim",,,41581.7,5413.225,0.0
170814,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 80 MBH, includes standard controls and insulated jacket, packaged",,,7795.375,303.6,0.0
170815,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 100 MBH, includes standard controls and insulated jacket, packaged",,,12935.2,4571.35,0.0
170816,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 122 MBH, includes standard controls and insulated jacket, packaged",,,6142.15,5102.825,0.0
170817,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 163 MBH, includes standard controls and insulated jacket, packaged",,,17246.25,9460.0,0.0
170818,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 203 MBH, includes standard controls and insulated jacket, packaged",,,13915.0,2967.5,0.0
170819,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 240 MBH, includes standard controls and insulated jacket, packaged",,,21345.7,11127.35,0.0
170820,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 280 MBH, includes standard controls and insulated jacket, packaged",,,8294.0,4600.95,0.0
170821,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 320 MBH, includes standard controls and insulated jacket, packaged",,,17688.45,8003.125,0.0
170822,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 360 MBH, includes standard controls and insulated jacket, packaged",,,9394.0,12513.75,0.0
170823,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 400 MBH, includes standard controls and insulated jacket, packaged",,,12267.0,17917.625,0.0
170824,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 440 MBH, includes standard controls and insulated jacket, packaged",,,5550.3,17148.4,0.0
170825,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 544 MBH, includes standard controls and insulated jacket, packaged",,,10452.0,15292.125,0.0
170826,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 765 MBH, includes standard controls and insulated jacket, packaged",,,52955.7,20702.0,0.0
170827,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 1088 MBH, includes standard controls and insulated jacket, packaged",,,18159.4,18002.975,0.0
170828,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 1275 MBH, includes standard controls and insulated jacket, packaged",,,50790.4,2989.2,0.0
170829,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 1530 MBH, includes standard controls and insulated jacket, packaged",,,86700.8,32217.325,0.0
170830,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 2000 MBH, includes standard controls and insulated jacket, packaged",,,166200.0,46785.2,0.0
170831,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 2312 MBH, includes standard controls and insulated jacket, packaged",,,72868.6,35554.0,0.0
170832,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 2856 MBH, includes standard controls and insulated jacket, packaged",,,59400.0,45987.5,0.0
170833,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 3264 MBH, includes standard controls and insulated jacket, packaged",,,139086.2,68568.3,0.0
170834,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 3808 MBH, includes standard controls and insulated jacket, packaged",,,181537.4,38709.0,0.0
170835,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 4488 MBH, includes standard controls and insulated jacket, packaged",,,171698.2,23743.5,0.0
170836,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 4720 MBH, includes standard controls and insulated jacket, packaged",,,30537.0,11366.1,0.0
170837,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 5520 MBH, includes standard controls and insulated jacket, packaged",,,121572.0,73479.5,0.0
170838,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 6100 MBH, includes standard controls and insulated jacket, packaged",,,493411.5,24774.4,0.0
170839,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 6390 MBH, includes standard controls and insulated jacket, packaged",,,98600.0,86553.6,0.0
170840,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 6680 MBH, includes standard controls and insulated jacket, packaged",,,633050.0,50361.6,0.0
170841,materials_hvac,placeholder,"Boiler, gas fired, natural or propane, cast iron, hot water, gross output, 6970 MBH, includes standard controls and insulated jacket, packaged",,,527745.0,41736.0,0.0
170842,materials_hvac,placeholder,"Boiler, solid fuel, steel, stoker fired (coal/wood/biomass), cast iron, steam or water, gross output, 1,280 MBH, includes flush jacket and insulation",,,684922.0,19049.775,0.0
170843,materials_hvac,placeholder,"Boiler, solid fuel, steel, stoker fired (coal/wood/biomass), cast iron, steam or water, gross output, 1,460 MBH, includes flush jacket and insulation",,,728961.5,18180.25,0.0
170844,materials_hvac,placeholder,"Boiler, solid fuel, steel, stoker fired (coal/wood/biomass), cast iron, steam or water, gross output, 1,640 MBH, includes flush jacket and insulation",,,1030786.0,30257.675,0.0
170845,materials_hvac,placeholder,"Boiler, solid fuel, steel, stoker fired (coal/wood/biomass), cast iron, steam or water, gross output, 1,820 MBH, includes flush jacket and insulation",,,343522.5,2462.175,0.0
170846,materials_hvac,placeholder,"Boiler, solid fuel, steel, stoker fired (coal/wood/biomass), cast iron, steam or water, gross output, 2,000 MBH, includes flush jacket and insulation",,,822647.0,12433.75,0.0
170847,materials_hvac,placeholder,"Boiler, solid fuel, steel, stoker fired (coal/wood/biomass), cast iron, steam or water, gross output, 2,360 MBH, includes flush jacket and insulation",,,936540.0,1756.125,0.0
170848,materials_hvac,placeholder,"Boiler, solid fuel, steel, stoker fired (coal/wood/biomass), cast iron, steam or water, gross output, 2,725 MBH, includes flush jacket and insulation",,,636115.0,21213.2,0.0
170849,materials_hvac,placeholder,"Boiler, solid fuel, steel, stoker fired (coal/wood/biomass), cast iron, steam or water, gross output, 2,950 MBH, includes flush jacket and insulation",,,117957.0,33755.0,0.0
170850,materials_hvac,placeholder,"Boiler, solid fuel, steel, stoker fired (coal/wood/biomass), cast iron, steam or water, gross output, 3,210 MBH, includes flush jacket and insulation",,,1399970.0,74715.8,0.0
170851,materials_hvac,placeholder,"Boiler, solid fuel, steel, stoker fired (coal/wood/biomass), cast iron, steam or water, gross output, 3,480 MBH, includes flush jacket and insulation",,,348881.0,76325.6,0.0
170852,materials_hvac,placeholder,"Boiler, solid fuel, steel, stoker fired (coal/wood/biomass), cast iron, steam or water, gross output, 3,745 MBH, includes flush jacket and insulation",,,278154.0,58944.7,0.0
170853,materials_hvac,placeholder,"Boiler, solid fuel, steel, stoker fired (coal/wood/biomass), cast iron, steam or water, gross output, 4,000 MBH, includes flush jacket and insulation",,,668739.5,55738.4,0.0
170854,materials_hvac,placeholder,"Boiler, solid fuel, steel, stoker fired (coal/wood/biomass), cast iron, steam or water, gross output, 4,200 MBH, includes flush jacket and insulation",,,841896.5,93720.8,0.0
170855,materials_hvac,placeholder,"Boiler, solid fuel, steel, stoker fired (coal/wood/biomass), cast iron, steam or water, gross output, 4,400 MBH, includes flush jacket and insulation",,,1252853.0,24703.8,0.0
170856,materials_hvac,placeholder,"Boiler, solid fuel, steel, stoker fired (coal/wood/biomass), cast iron, steam or water, gross output, 4,600 MBH, includes flush jacket and insulation",,,343895.0,13668.6,0.0
170857,materials_hvac,placeholder,"Boiler, oil fired, burner, steel, hot water, gross output, 103 MBH, includes standard controls and insulated flush jacket",,,3980.6,4596.75,0.0
170858,materials_hvac,placeholder,"Boiler, oil fired, burner, steel, hot water, gross output, 122 MBH, includes standard controls and insulated flush jacket",,,3041.775,3431.25,0.0
170859,materials_hvac,placeholder,"Boiler, oil fired, burner, steel, hot water, gross output, 137 MBH, includes standard controls and insulated flush jacket",,,9792.05,4344.675,0.0
170860,materials_hvac,placeholder,"Boiler, oil fired, burner, steel, hot water, gross output, 168 MBH, includes standard controls and insulated flush jacket",,,7637.3,2049.6,0.0
170861,materials_hvac,placeholder,"Boiler, oil fired, burner, steel, hot water, gross output, 225 MBH, includes standard controls and insulated flush jacket",,,22230.6,3535.575,0.0
170862,materials_hvac,placeholder,"Boiler, oil fired, burner, steel, hot water, gross output, 315 MBH, includes standard controls and insulated flush jacket",,,26221.8,5040.7,0.0
170863,materials_hvac,placeholder,"Boiler, oil fired, burner, steel, hot water, gross output, 420 MBH, includes standard controls and insulated flush jacket",,,12275.7,637.0,0.0
170864,materials_hvac,placeholder,"Boiler, oil fired, burner, steel, hot water, gross output, 525 MBH, includes standard controls and insulated flush jacket",,,3154.15,9680.0,0.0
170865,materials_hvac,placeholder,"Boiler, oil fired, burner, steel, hot water, gross output, 735 MBH, includes standard controls and insulated flush jacket",,,33820.0,12359.35,0.0
170866,materials_hvac,placeholder,"Boiler, oil fired, burner, steel, hot water, gross output, 1050 MBH, includes standard controls and insulated flush jacket",,,93425.0,9216.9,0.0
170867,materials_hvac,placeholder,"Boiler, oil fired, burner, steel, hot water, gross output, 2310 MBH, includes standard controls and insulated flush jacket",,,92934.2,3140.35,0.0
170868,materials_hvac,placeholder,"Boiler, oil fired, burner, steel, hot water, gross output, 3150 MBH, includes standard controls and insulated flush jacket",,,62468.5,31872.7,0.0
170869,materials_hvac,placeholder,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 200 MBH",,,1261.4,2757.6,0.0
170870,materials_hvac,placeholder,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 275 MBH",,,5107.35,5543.2,0.0
170871,materials_hvac,placeholder,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 360 MBH",,,8192.1,7103.25,0.0
170872,materials_hvac,placeholder,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 520 MBH",,,37810.175,7969.8,0.0
170873,materials_hvac,placeholder,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 600 MBH",,,50549.4,8500.25,0.0
170874,materials_hvac,placeholder,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 720 MBH",,,54642.0,4511.1,0.0
170875,materials_hvac,placeholder,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 960 MBH",,,30707.5,15737.975,0.0
170876,materials_hvac,placeholder,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 1,200 MBH",,,22507.8,14642.85,0.0
170877,materials_hvac,placeholder,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 1,440 MBH",,,5677.1,13720.075,0.0
170878,materials_hvac,placeholder,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 1,600 MBH",,,181382.8,4819.2,0.0
170879,materials_hvac,placeholder,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 1,920 MBH",,,22119.0,29977.15,0.0
170880,materials_hvac,placeholder,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 2,160 MBH",,,257320.0,29883.2,0.0
170881,materials_hvac,placeholder,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 2,400 MBH",,,267435.0,17793.85,0.0
170882,materials_hvac,placeholder,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 3,200 MBH",,,318024.0,49460.0,0.0
170883,materials_hvac,placeholder,"Boiler, packaged water tube, steam or hot water, gross output, #2 oil, 4,800 MBH",,,42488.0,46625.0,0.0
170884,materials_hvac,placeholder,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 200 MBH",,,35609.425,660.0,0.0
170885,materials_hvac,placeholder,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 275 MBH",,,24960.0,2068.3,0.0
170886,materials_hvac,placeholder,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 360 MBH",,,14924.0,5844.3,0.0
170887,materials_hvac,placeholder,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 520 MBH",,,30218.4,1817.625,0.0
170888,materials_hvac,placeholder,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 600 MBH",,,47565.8,3887.125,0.0
170889,materials_hvac,placeholder,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 720 MBH",,,31993.0,1069.2,0.0
170890,materials_hvac,placeholder,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 960 MBH",,,40621.8,6138.15,0.0
170891,materials_hvac,placeholder,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 1,220 MBH",,,49355.2,3286.35,0.0
170892,materials_hvac,placeholder,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 1,440 MBH",,,102834.0,21775.95,0.0
170893,materials_hvac,placeholder,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 1,680 MBH",,,105722.4,6595.025,0.0
170894,materials_hvac,placeholder,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 1,920 MBH",,,18326.0,16136.575,0.0
170895,materials_hvac,placeholder,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 2,160 MBH",,,78854.0,13984.0,0.0
170896,materials_hvac,placeholder,"Boiler, packaged water tube, gas fired, steam or hot water, gross output, 2,400 MBH",,,95758.1,37950.75,0.0
170897,materials_hvac,placeholder,"Shot chemical feeder, by pass, in line mount, 300 PSIG, 1.7 gallon",,,1623.5,784.3,0.0
170898,materials_hvac,placeholder,"Shot chemical feeder, by pass, in line mount, 300 PSIG, 12 gallon",,,895.32,6682.5,0.0
170899,materials_hvac,placeholder,"Furnace, hot air heating, blowers, electric, 34.1 MBH, UL listed, includes standard controls, excludes gas, oil or flue piping",,,1048.06,909.84,0.0
170900,materials_hvac,placeholder,"Furnace, hot air heating, blowers, electric, 51.6 MBH, UL listed, includes standard controls, excludes gas, oil or flue piping",,,442.75,1620.22,0.0
170901,materials_hvac,placeholder,"Furnace, hot air heating, blowers, electric, 68.3 MBH, UL listed, includes standard controls, excludes gas, oil or flue piping",,,1134.68,946.09,0.0
170902,materials_hvac,placeholder,"Furnace, hot air heating, blowers, electric, 85.3 MBH, UL listed, includes standard controls, excludes gas, oil or flue piping",,,1883.25,359.97,0.0
170903,materials_hvac,placeholder,"Furnace, gas, upflow, direct drive model, intermittent pilot, 45 MBH input, AGA certified, includes standard controls, excludes gas, oil or flue piping",,,859.005,725.868,0.0
170904,materials_hvac,placeholder,"Furnace, gas, upflow, direct drive model, intermittent pilot, 60 MBH input, AGA certified, includes standard controls, excludes gas, oil or flue piping",,,1605.69,170.7,0.0
170905,materials_hvac,placeholder,"Furnace, gas, upflow, direct drive model, intermittent pilot, 75 MBH input, AGA certified, includes standard controls, excludes gas, oil or flue piping",,,2764.6,1360.96,0.0
170906,materials_hvac,placeholder,"Furnace, gas, upflow, direct drive model, intermittent pilot, 100 MBH input, AGA certified, includes standard controls, excludes gas, oil or flue piping",,,4318.6,1087.56,0.0
170907,materials_hvac,placeholder,"Furnace, gas, upflow, direct drive model, intermittent pilot, 125 MBH input, AGA certified, includes standard controls, excludes gas, oil or flue piping",,,3075.1,1138.1,0.0
170908,materials_hvac,placeholder,"Furnace, gas, upflow, direct drive model, intermittent pilot, 150 MBH input, AGA certified, includes standard controls, excludes gas, oil or flue piping",,,754.4,576.87,0.0
170909,materials_hvac,placeholder,"Furnace, gas, upflow, direct drive model, intermittent pilot, 200 MBH input, AGA certified, includes standard controls, excludes gas, oil or flue piping",,,9351.0,1623.16,0.0
170910,materials_hvac,placeholder,"Furnace, gas, upflow, direct drive model, intermittent pilot, 300 MBH input, AGA certified, includes standard controls, excludes gas, oil or flue piping",,,10576.95,668.25,0.0
170911,materials_hvac,placeholder,"Furnace, gas, upflow, direct drive model, intermittent pilot, 400 MBH input, AGA certified, includes standard controls, excludes gas, oil or flue piping",,,11410.8,1924.32,0.0
170912,materials_hvac,placeholder,"Furnace, oil, atomizing gun type burner, 56 MBH output, UL listed, includes standard controls, excludes gas, oil or flue piping",,,4081.2,1043.52,0.0
170913,materials_hvac,placeholder,"Furnace, oil, atomizing gun type burner, 84 MBH output, UL listed, includes standard controls, excludes gas, oil or flue piping",,,2357.775,395.85,0.0
170914,materials_hvac,placeholder,"Furnace, oil, atomizing gun type burner, 95 MBH output, UL listed, includes standard controls, excludes gas, oil or flue piping",,,15846.0,1377.855,0.0
170915,materials_hvac,placeholder,"Furnace, oil, atomizing gun type burner, 134 MBH output, UL listed, includes standard controls, excludes gas, oil or flue piping",,,13676.125,138.24,0.0
170916,materials_hvac,placeholder,"Furnace, oil, atomizing gun type burner, 151 MBH output, UL listed, includes standard controls, excludes gas, oil or flue piping",,,8425.5,443.46,0.0
170917,materials_hvac,placeholder,"Furnace, oil, atomizing gun type burner, 200 MBH input, UL listed, includes standard controls, excludes gas, oil or flue piping",,,8937.225,229.24,0.0
170918,materials_hvac,placeholder,"Furnace, oil, atomizing gun type burner, 300 MBH input, UL listed, includes standard controls, excludes gas, oil or flue piping",,,15316.875,1549.845,0.0
170919,materials_hvac,placeholder,"Furnace, oil, atomizing gun type burner, 400 MBH input, UL listed, includes standard controls, excludes gas, oil or flue piping",,,30363.35,1544.13,0.0
170920,materials_hvac,placeholder,"Duct furnace, gas fired, stainless steel heat exchanger, electric ignition, interior installation, 100 MBH output, includes burner and controls",,,6728.1,331.822,0.0
170921,materials_hvac,placeholder,"Duct furnace, gas fired, stainless steel heat exchanger, electric ignition, interior installation, 120 MBH output, includes burner and controls",,,15867.8,147.42,0.0
170922,materials_hvac,placeholder,"Duct furnace, gas fired, stainless steel heat exchanger, electric ignition, interior installation, 200 MBH output, includes burner and controls",,,1951.25,2069.715,0.0
170923,materials_hvac,placeholder,"Duct furnace, gas fired, stainless steel heat exchanger, electric ignition, interior installation, 240 MBH output, includes burner and controls",,,7554.2,92.65,0.0
170924,materials_hvac,placeholder,"Duct furnace, gas fired, stainless steel heat exchanger, electric ignition, interior installation, 280 MBH output, includes burner and controls",,,13279.1,2270.625,0.0
170925,materials_hvac,placeholder,"Duct furnace, gas fired, stainless steel heat exchanger, electric ignition, interior installation, 320 MBH output, includes burner and controls",,,2436.05,105.19,0.0
170926,materials_hvac,placeholder,"Duct furnace, gas fired, stainless steel heat exchanger, electric ignition, outdoor installation, 75 MBH output, includes burner, controls and power venter",,,13661.95,207.585,0.0
170927,materials_hvac,placeholder,"Duct furnace, gas fired, stainless steel heat exchanger, electric ignition, outdoor installation, 94 MBH output, includes burner, controls and power venter",,,3782.55,112.455,0.0
170928,materials_hvac,placeholder,"Duct furnace, gas fired, stainless steel heat exchanger, electric ignition, outdoor installation, 120 MBH output, includes burner, controls and power venter",,,14796.0,206.01,0.0
170929,materials_hvac,placeholder,"Duct furnace, gas fired, stainless steel heat exchanger, electric ignition, outdoor installation, 157 MBH output, includes burner, controls and power venter",,,12342.0,411.84,0.0
170930,materials_hvac,placeholder,"Duct furnace, gas fired, stainless steel heat exchanger, electric ignition, outdoor installation, 187 MBH output, includes burner, controls and power venter",,,5605.05,234.78,0.0
170931,materials_hvac,placeholder,"Duct furnace, gas fired, stainless steel heat exchanger, electric ignition, outdoor installation, 225 MBH output, includes burner, controls and power venter",,,30361.4,606.5,0.0
170932,materials_hvac,placeholder,"Duct furnace, gas fired, stainless steel heat exchanger, electric ignition, outdoor installation, 300 MBH output, includes burner, controls and power venter",,,14185.8,1438.65,0.0
170933,materials_hvac,placeholder,"Duct furnace, gas fired, stainless steel heat exchanger, electric ignition, outdoor installation, 375 MBH output, includes burner, controls and power venter",,,5669.55,3110.17,0.0
170934,materials_hvac,placeholder,"Duct furnace, gas fired, stainless steel heat exchanger, electric ignition, outdoor installation, 450 MBH output, includes burner, controls and power venter",,,33855.7,3417.11,0.0
170935,materials_hvac,placeholder,"Duct furnace, gas fired, stainless steel heat exchanger, electric ignition, outdoor installation, 600 MBH output, includes burner, controls and power venter",,,52174.8,5230.0,0.0
170936,materials_hvac,placeholder,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 20 MBH output, includes controls, burner and thermostat, excludes piping",,,315.7,645.724,0.0
170937,materials_hvac,placeholder,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 40 MBH output, includes controls, burner and thermostat, excludes piping",,,4437.215,161.489,0.0
170938,materials_hvac,placeholder,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 60 MBH output, includes controls, burner and thermostat, excludes piping",,,8593.65,34.547,0.0
170939,materials_hvac,placeholder,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 80 MBH output, includes controls, burner and thermostat, excludes piping",,,3111.9,355.3,0.0
170940,materials_hvac,placeholder,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 100 MBH output, includes controls, burner and thermostat, excludes piping",,,3150.0,842.004,0.0
170941,materials_hvac,placeholder,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 130 MBH output, includes controls, burner and thermostat, excludes piping",,,4324.375,413.397,0.0
170942,materials_hvac,placeholder,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 140 MBH output, includes controls, burner and thermostat, excludes piping",,,2658.95,591.201,0.0
170943,materials_hvac,placeholder,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 160 MBH output, includes controls, burner and thermostat, excludes piping",,,1131.55,417.375,0.0
170944,materials_hvac,placeholder,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 180 MBH output, includes controls, burner and thermostat, excludes piping",,,18122.025,1631.88,0.0
170945,materials_hvac,placeholder,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 200 MBH output, includes controls, burner and thermostat, excludes piping",,,6885.225,2023.56,0.0
170946,materials_hvac,placeholder,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 240 MBH output, includes controls, burner and thermostat, excludes piping",,,7513.25,1827.915,0.0
170947,materials_hvac,placeholder,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 280 MBH output, includes controls, burner and thermostat, excludes piping",,,2967.3,1302.55,0.0
170948,materials_hvac,placeholder,"Space heater, cabinet, grilles, fan, gas fired, suspension mounted, gravity vent, propeller fan, 320 MBH output, includes controls, burner and thermostat, excludes piping",,,9536.4,628.75,0.0
170949,materials_hvac,placeholder,"Condenser, ratings are for air cooled, direct drive, propeller fan, 1 ton",,,11849.6,752.07,0.0
